smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,reference,system_name
CC(=O)O,CC(=O)O,0,0,8,8,11090,S66x8,3057072,5,66867247,avdz,-15.45358,0.6535,-1.87474,1.77145,-2.53285,-0.6310899999999999,-0.62626,-16.67482,-16.84607,-0.17126,-15.7425,-0.28235,-2.24962,-18.27447,-15.64342,0.03373,-2.18493,-17.794620000000005,-0.513,-2.29683,-18.55234,-18.72359,-28.18647,-2.87028,0.14707,-26.98498,0.17514000000000002,-28.24861,24.39677,24.06814,-9.40699,3.90828,-7.749169999999999,0.45608,0.60738,-6.57713,-22.6134,-18.57578,-18.85754,-18.28957,-2.55843 1.34255 0.29626 -1.06171 1.29714 0.29206 -0.35816 2.27046 0.53181 -0.5893 0.09492 0.00379 -2.896 2.34746 0.51832 -2.93289 1.02239 -0.673 -2.93721 0.64491 1.03956 0.40444 0.12772 0.01841 4.38095 1.06294 0.26995 2.88424 1.10884 0.27191 2.18062 0.13552 0.03212 2.41181 2.31127 0.55969 4.71853 0.06162 0.03242 4.76245 1.77329 -0.45952 4.75247 1.36563 1.246 1.41803 2.27838 0.54529,C C O O H H H H C C O O H H H H,-18.923,20_AcOHAcOH
CC(=O)O,CC(=O)O,0,0,8,8,11090,S66x8,3057072,10,66867248,avdz,-15.15793,0.56987,-1.6060299999999998,1.51181,-2.20031,-0.56384,-0.55948,-16.1941,-16.41028,-0.21618,-15.36566,-0.20459,-1.92203,-17.492279999999994,-15.26825,0.05646,-1.86819,-17.07999,-0.39508,-1.96132,-17.72206,-17.93824,-24.24741,-5.46796,0.11454,-23.04491,0.13903,-24.3226,18.06491,17.87312,-7.2286899999999985,2.75507,-6.4775,0.34459,0.47326,-4.78747,-21.17841,-17.763579999999994,-18.0262,-17.49546,-2.55843 1.34255 0.29626 -1.06171 1.29714 0.29206 -0.35816 2.27046 0.53181 -0.5893 0.09492 0.00379 -2.896 2.34746 0.51832 -2.93289 1.02239 -0.673 -2.93721 0.64491 1.03956 0.40444 0.12772 0.01841 4.46553 1.06331 0.27059 2.96882 1.10921 0.27256 2.2652 0.1359 0.03277 2.49639 2.31165 0.56034 4.80311 0.06199 0.03307 4.84703 1.77366 -0.45888 4.83704 1.36601 1.24665 1.5026 2.27875 0.54594,C C O O H H H H C C O O H H H H,-18.106,20_AcOHAcOH
CC(=O)O,CC(=O)O,0,0,8,8,11090,S66x8,3057072,25,66867249,avdz,-12.92295,0.41708,-1.00388,0.98205,-1.43946,-0.387,-0.38659,-13.50975,-13.76736,-0.25761,-12.95468,-0.02276,-1.19144,-14.16888,-12.89104,0.126,-1.16026,-13.9253,-0.13130999999999998,-1.2142,-14.30019,-14.55779,-15.97539,-8.30597,0.05358,-14.83903,0.06911,-16.03002,7.3803899999999985,7.3418899999999985,-3.4671,0.99307,-3.86162,0.14534,0.22382,-1.95022,-16.56635,-14.36786,-14.57846,-14.15206,-2.55843 1.34255 0.29626 -1.06171 1.29714 0.29206 -0.35816 2.27046 0.53181 -0.5893 0.09492 0.00379 -2.896 2.34746 0.51832 -2.93289 1.02239 -0.673 -2.93721 0.64491 1.03956 0.40444 0.12772 0.01841 4.71926 1.06443 0.27253 3.22254 1.11034 0.2745 2.51892 0.13702 0.03471 2.75012 2.31277 0.56228 5.05683 0.06311 0.03501 5.10075 1.77479 -0.45693 5.09077 1.36713 1.24859 1.75633 2.27987 0.54788,C C O O H H H H C C O O H H H H,-14.657,20_AcOHAcOH
CC(=O)O,CC(=O)O,0,0,8,8,11090,S66x8,3057072,50,66867250,avdz,-8.592189999999999,0.30239,-0.46268,0.56003,-0.72404,-0.19394,-0.20005,-8.75248,-8.95015,-0.19767,-8.54451,0.12976,-0.5393899999999999,-8.954139999999997,-8.5316,0.19268,-0.52675,-8.86566,0.08385,-0.54862,-9.00928,-9.20695,-8.7931,-7.054589999999999,0.01485,-7.88623,0.02132,-8.81431,1.7588,1.75597,-1.16816,0.18481,-1.7474,0.033589999999999995,0.06094,-0.61707,-10.30881,-9.13868,-9.20886,-9.05998,-2.55843 1.34255 0.29626 -1.06171 1.29714 0.29206 -0.35816 2.27046 0.53181 -0.5893 0.09492 0.00379 -2.896 2.34746 0.51832 -2.93289 1.02239 -0.673 -2.93721 0.64491 1.03956 0.40444 0.12772 0.01841 5.14213 1.0663 0.27577 3.64542 1.11221 0.27774 2.9418 0.13889 0.03795 3.17299 2.31464 0.56551 5.47971 0.06499 0.03825 5.52363 1.77666 -0.4537 5.51365 1.369 1.25183 2.17921 2.28174 0.55111,C C O O H H H H C C O O H H H H,-9.246,20_AcOHAcOH
CC(=O)O,CC(=O)O,0,0,8,8,11090,S66x8,3057072,100,66867251,avdz,-3.5769900000000003,0.20901,-0.09597,0.2843,-0.20413,-0.04088,-0.04642,-3.46396,-3.5377,-0.07375,-3.55944,0.17012,-0.11243,-3.50176,-3.56823,0.18866,-0.10906,-3.48864,0.15659,-0.11489,-3.51775,-3.5914900000000003,-3.4226400000000003,-3.33016,0.00114,-2.93984,0.00201,-3.42949,0.11445,0.11444,-0.19823,0.0058200000000000005,-0.46124,0.00177,0.00364,-0.09676,-4.06003,-3.5719800000000004,-3.61078,-3.53342,-2.55843 1.34255 0.29626 -1.06171 1.29714 0.29206 -0.35816 2.27046 0.53181 -0.5893 0.09492 0.00379 -2.896 2.34746 0.51832 -2.93289 1.02239 -0.673 -2.93721 0.64491 1.03956 0.40444 0.12772 0.01841 5.98789 1.07005 0.28224 4.49118 1.11595 0.28421 3.78756 0.14264 0.04442 4.01875 2.31839 0.57199 6.32547 0.06873 0.04472 6.36939 1.7804 -0.44723 6.3594 1.37274 1.2583 3.02496 2.28549 0.55759,C C O O H H H H C C O O H H H H,-3.595,20_AcOHAcOH
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,-10,66867172,avdz,-9.32761,-0.18211,-2.8711900000000004,1.24617,-3.42157,-0.8388399999999999,-0.7713800000000001,-12.38091,-12.34184,0.03907,-9.61894,-1.57351,-3.39012,-14.58257,-9.53772,-1.13817,-3.3000800000000003,-13.97596,-1.89119,-3.45583,-14.96596,-14.92689,-36.22273,8.621039999999999,0.25598000000000004,-35.51195,0.28572,-36.16988,42.87624,41.98097,-13.38716,6.874060000000001,-11.30963,0.79528,1.05111,-10.01886,-19.28884,-14.86143,-15.03981,-14.6579,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 4.1155 1.08462 0.20893 2.6085 1.06034 0.12371 2.02408 0.08632 -0.35602 1.96442 2.14508 0.59155 4.50737 1.98427 0.67612 4.51906 0.99708 -0.79685 4.44328 0.21405 0.77111 0.94431 2.18952 0.55725 2.48244 2.91304 0.97168,C C O N H H H H H C C O N H H H H H,-15.185,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,-5,66867173,avdz,-11.30407,-0.15066,-2.42255,1.0301,-2.93477,-0.74341,-0.6853600000000001,-13.87728,-13.95214,-0.07486,-11.49741,-1.28636,-2.85494,-15.63872,-11.41225,-0.93125,-2.78084,-15.12433,-1.5455,-2.90902,-15.95193,-16.02679,-30.31003,2.12739,0.196,-29.57923,0.22263,-30.31388,30.90349,30.41278,-9.89744,4.67519,-9.25785,0.59407,0.80637,-7.035139999999998,-19.52518,-15.89332,-16.08532,-15.67684,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 4.20824 1.08655 0.21471 2.70125 1.06226 0.12948 2.11682 0.08824 -0.35025 2.05716 2.147 0.59733 4.60012 1.98619 0.68189 4.6118 0.999 -0.79107 4.53602 0.21597 0.77689 1.03705 2.19144 0.56303 2.57518 2.91497 0.97745,C C O N H H H H H C C O N H H H H H,-16.242,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,0,66867174,avdz,-12.29308,-0.11309,-2.04115,0.8610700000000001,-2.51473,-0.65391,-0.60396,-14.44732,-14.60064,-0.15332,-12.41078,-1.04031,-2.40076,-15.85185,-12.32629,-0.7502800000000001,-2.33962,-15.41618,-1.25196,-2.44537,-16.10811,-16.261429999999994,-25.61155,-2.14754,0.14968,-24.85502,0.17314000000000002,-25.64427,22.27135,22.0024,-7.45029,3.20233,-7.61135,0.44079,0.61784,-4.92943,-19.10303,-15.99956,-16.28564,-15.702279999999998,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 4.30089 1.08847 0.22047 2.79389 1.06418 0.13525 2.20947 0.09016 -0.34448 2.1498 2.14893 0.60309 4.69276 1.98812 0.68766 4.70444 1.00092 -0.78531 4.62867 0.21789 0.78265 1.1297 2.19336 0.56879 2.66782 2.91689 0.98321,C C O N H H H H H C C O N H H H H H,-16.441,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,5,66867175,avdz,-12.61784,-0.07537,-1.71853,0.7277,-2.15366,-0.5717800000000001,-0.52886,-14.41174,-14.61558,-0.20383,-12.67322,-0.83185,-2.01671,-15.52178,-12.59631,-0.59449,-1.96621,-15.157,-1.00506,-2.05356,-15.73185,-15.93568,-21.84034,-4.87959,0.11396,-21.06098,0.13435,-21.88357,16.050320000000006,15.90293,-5.69687,2.20779,-6.28125,0.32502,0.47258,-3.4710300000000003,-18.27701,-15.63122,-15.87579,-15.379229999999998,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 4.39373 1.09039 0.22625 2.88673 1.06611 0.14102 2.30231 0.09209 -0.33871 2.24264 2.15085 0.60887 4.7856 1.99004 0.69343 4.79729 1.00285 -0.77953 4.72151 0.21982 0.78843 1.22254 2.19529 0.57457 2.76067 2.91881 0.98899,C C O N H H H H H C C O N H H H H H,-16.085,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,10,66867176,avdz,-12.50128,-0.04064,-1.44795,0.62242,-1.84577,-0.4980100000000001,-0.46121,-13.98986,-14.22263,-0.23277,-12.50578,-0.6574399999999999,-1.69445,-14.857679999999998,-12.44174,-0.46251,-1.65272,-14.55696,-0.79969,-1.72491,-15.03038,-15.26315,-18.79767,-6.53143,0.0866,-18.002679999999994,0.10413,-18.84214,11.59342,11.51234,-4.4199199999999985,1.5319999999999998,-5.20646,0.23872,0.36099,-2.48232,-17.22571,-14.96203,-15.18941,-14.72681,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 4.48647 1.09231 0.23202 2.97947 1.06803 0.1468 2.39505 0.09401 -0.33293 2.33539 2.15277 0.61464 4.87834 1.99196 0.69921 4.89003 1.00477 -0.77376 4.81425 0.22174 0.7942 1.31528 2.19721 0.58034 2.85341 2.92073 0.99476,C C O N H H H H H C C O N H H H H H,-15.386,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,25,66867177,avdz,-10.85304,0.04097,-0.87208,0.42219,-1.17048,-0.32378,-0.30103,-11.68415,-11.92511,-0.24097,-10.78026,-0.29149,-1.00884,-12.08059,-10.75632,-0.18115,-0.98546,-11.92293,-0.3720000000000001,-1.0259,-12.17816,-12.41913,-12.58533,-7.932410000000001,0.03764,-11.79498,0.04819,-12.61908,4.46669,4.45274,-2.20517,0.5181100000000001,-3.0408,0.09334,0.15789,-1.05922,-13.68826,-12.19907,-12.32196,-12.0692,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 4.7647 1.09808 0.24934 3.2577 1.0738 0.16411 2.67328 0.09978 -0.31562 2.61361 2.15854 0.63196 5.15657 1.99773 0.71652 5.16826 1.01054 -0.75644 5.09248 0.22751 0.81152 1.59351 2.20298 0.59766 3.13164 2.9265 1.01208,C C O N H H H H H C C O N H H H H H,-12.485,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,50,66867178,avdz,-7.420089999999999,0.12523,-0.37807,0.29425,-0.56182,-0.14998,-0.13949,-7.67293,-7.837639999999999,-0.16471,-7.3576,-0.00128,-0.43147,-7.79035,-7.3605399999999985,0.04746,-0.42185,-7.73493,-0.03685,-0.4385,-7.83294,-7.99765,-7.31262,-6.37424,0.00927,-6.644889999999998,0.01325,-7.33312,0.99702,0.99619,-0.81324,0.08177000000000001,-1.34985,0.01946,0.03642,-0.37814,-8.73967,-7.87185,-7.93083,-7.81398,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 5.22841 1.1077 0.2782 3.72141 1.08342 0.19298 3.13699 0.10939 -0.28676 3.07733 2.16816 0.66082 5.62028 2.00735 0.74538 5.63197 1.02015 -0.72758 5.55619 0.23712 0.84038 2.05722 2.2126 0.62652 3.59535 2.93612 1.04094,C C O N H H H H H C C O N H H H H H,-8.022,21_AcNH2AcNH2
CC(=O)N,CC(=O)N,0,0,9,9,11089,S66x8,3057063,100,66867179,avdz,-3.03428,0.14934,-0.04417,0.19235,-0.11546,-0.01733,-0.01153,-2.92911,-2.97472,-0.0456,-3.00936,0.12217,-0.05409,-2.94129,-3.01485,0.13732,-0.051529999999999986,-2.9290700000000003,0.11111,-0.05596,-2.95421,-2.99982,-2.88387,-2.8605,0.00035,-2.53504,0.00064,-2.88974,0.0286,0.02859,-0.1385,0.00123,-0.29447,0.00048,0.00106,-0.04213,-3.33347,-2.96258,-2.99548,-2.93051,-2.81672 1.156 -0.11061 -1.30975 1.18018 -0.02517 -0.7253 2.15515 0.45271 -0.66562 0.09505 -0.49199 -3.22063 1.26254 0.89308 -3.20943 0.24863 -0.5619 -3.14316 2.0166 -0.68889 0.35458 0.05145 -0.45931 -1.18363 -0.6736 -0.87076 6.30517 1.13003 0.34522 4.79818 1.10574 0.25999 4.21375 0.13172 -0.21974 4.15409 2.19049 0.72784 6.69705 2.02968 0.8124 6.70873 1.04248 -0.66056 6.63295 0.25945 0.9074 3.13398 2.23492 0.69354 4.67211 2.95845 1.10796,C C O N H H H H H C C O N H H H H H,-3.009,21_AcNH2AcNH2
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,-10,66869332,avdz,-12.36729,0.7096399999999999,-3.2667200000000003,2.57158,-4.03996,-0.92794,-0.88274,-14.92437,-14.76361,0.16076,-12.92502,-0.85139,-3.83906,-17.615470000000006,-12.84753,-0.33979000000000004,-3.73666,-16.92398,-1.22473,-3.91379,-18.06353,-17.90278,-43.37352,12.35955,0.28737,-41.69644,0.32054,-43.23426,53.66146,52.338,-19.43282,9.8163,-13.17071,0.93681,1.20354,-14.0534,-24.27306,-17.887179999999994,-18.10264,-17.66893,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 6.14521 1.91368 0.31207 4.94806 2.13198 0.36495 4.309 3.41144 0.60555 2.96191 3.49143 0.63493 2.15818 2.40075 0.44453 1.13413 2.4707 0.46832 2.65812 1.15053 0.21036 1.94608 0.16102 0.03689 4.02654 1.08386 0.18349 4.41974 0.16847 0.01177 4.92853 4.27836 0.75703 2.43907 4.41988 0.81023,C C O O H H H H O C C C N H C O N H H H,-18.241,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,-5,66869333,avdz,-14.44908,0.61222,-2.80541,2.18335,-3.52317,-0.8416100000000001,-0.80055,-16.64227,-16.63051,0.01176,-14.86897,-0.67347,-3.28571,-18.82815,-14.78944,-0.25106,-3.2011700000000003,-18.241670000000006,-0.98171,-3.34741,-19.19808,-19.18633,-36.84353,4.37171,0.22414,-35.19619,0.25409,-36.79458,39.61417,38.8532,-14.56483,6.8685800000000015,-10.92657,0.71907,0.93749,-10.27358,-24.42024,-19.18254,-19.34455,-18.99155,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 6.23048 1.91583 0.31174 5.03334 2.13413 0.36462 4.39427 3.41359 0.60523 3.04719 3.49358 0.63461 2.24346 2.4029 0.44421 1.21941 2.47285 0.468 2.74339 1.15268 0.21003 2.03136 0.16317 0.03656 4.11181 1.08601 0.18317 4.50502 0.17062 0.01145 5.01381 4.28052 0.75671 2.52435 4.42203 0.80991,C C O O H H H H O C C C N H C O N H H H,-19.47,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,0,66869334,avdz,-15.45952,0.54905,-2.40062,1.86991,-3.06566,-0.75544,-0.71867,-17.3111,-17.41071,-0.09961,-15.7736,-0.5100899999999999,-2.80294,-19.08663,-15.68991,-0.16163,-2.7331,-18.58463,-0.76437,-2.8539,-19.39188,-19.49149,-31.51591,-1.04801,0.17438,-29.894240000000003,0.20105,-31.52357,29.21948,28.78251,-11.0589,4.81896,-9.10018,0.54825,0.72878,-7.472110000000002,-23.83929,-19.41292,-19.58905,-19.21976,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 6.31565 1.91798 0.31142 5.1185 2.13628 0.3643 4.47943 3.41574 0.60491 3.13235 3.49573 0.63429 2.32862 2.40505 0.44389 1.30457 2.475 0.46768 2.82855 1.15483 0.20971 2.11652 0.16532 0.03624 4.19697 1.08816 0.18285 4.59018 0.17277 0.01113 5.09897 4.28267 0.75639 2.60951 4.42418 0.80959,C C O O H H H H O C C C N H C O N H H H,-19.732,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,5,66869335,avdz,-15.74293,0.50748,-2.04828,1.61492,-2.66285,-0.67214,-0.6396,-17.28373,-17.46301,-0.17927,-15.97265,-0.36463,-2.38441,-18.72169,-15.887670000000002,-0.07727,-2.32667,-18.2916,-0.57434,-2.42655,-18.97353,-19.1528,-27.13972,-4.64345,0.13524,-25.54585,0.15871,-27.17678,21.52616,21.27574,-8.49663,3.39286,-7.60412,0.41523,0.56572,-5.42526,-22.80283,-19.00738,-19.2267,-18.77492,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 6.401 1.92014 0.3111 5.20385 2.13843 0.36398 4.56479 3.41789 0.60459 3.2177 3.49788 0.63397 2.41397 2.4072 0.44356 1.38992 2.47715 0.46735 2.91391 1.15698 0.20939 2.20187 0.16747 0.03592 4.28233 1.09032 0.18253 4.67553 0.17493 0.01081 5.18432 4.28482 0.75607 2.69486 4.42633 0.80927,C C O O H H H H O C C C N H C O N H H H,-19.358,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,10,66869336,avdz,-15.54246,0.47948,-1.74531,1.40735,-2.31188,-0.5940300000000001,-0.56553,-16.80829,-17.04102,-0.23274,-15.70151,-0.23875,-2.02552,-17.96579,-15.62061,-0.00139,-1.97772,-17.59971,-0.4119600000000001,-2.06041,-18.17388,-18.40662,-23.53895,-6.92745,0.10469,-21.97821,0.12512,-23.58712,15.86864,15.72495,-6.60677,2.40252,-6.37922,0.31301,0.43913,-3.95852,-21.50833,-18.22031,-18.41916,-18.01059,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 6.48624 1.92229 0.31078 5.2891 2.14058 0.36366 4.65003 3.42004 0.60427 3.30295 3.50003 0.63365 2.49922 2.40935 0.44324 1.47516 2.4793 0.46703 2.99915 1.15913 0.20907 2.28712 0.16962 0.0356 4.36757 1.09247 0.18221 4.76078 0.17708 0.01049 5.26957 4.28697 0.75574 2.78011 4.42848 0.80895,C C O O H H H H O C C C N H C O N H H H,-18.581,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,25,66869337,avdz,-13.51799,0.433,-1.07718,0.98296,-1.51645,-0.39864,-0.38059,-14.16217,-14.45011,-0.28794000000000003,-13.52682,0.03273,-1.23664,-14.730720000000002,-13.48012,0.16888,-1.20953,-14.52076,-0.06661,-1.25643,-14.84986,-15.1378,-15.96579,-9.27848,0.04807,-14.54071,0.06088,-16.00446,6.4208300000000005,6.3932699999999985,-3.29464,0.8757299999999999,-3.85247,0.13141,0.20411,-1.67657,-17.19605,-14.94532,-15.09058,-14.79358,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 6.74194 1.92874 0.30982 5.54479 2.14703 0.3627 4.90572 3.4265 0.6033 3.55864 3.50649 0.63268 2.75491 2.4158 0.44228 1.73086 2.48575 0.46607 3.25484 1.16558 0.20811 2.54281 0.17608 0.03464 4.62326 1.09892 0.18124 5.01647 0.18353 0.00952 5.52526 4.29342 0.75478 3.0358 4.43493 0.80798,C C O O H H H H O C C C N H C O N H H H,-15.243,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,50,66869338,avdz,-9.3241,0.39498,-0.48164,0.6418,-0.76839,-0.19223,-0.1848,-9.41076,-9.64292,-0.23216,-9.27524,0.24082,-0.54198,-9.5764,-9.2692,0.30022,-0.5313,-9.50028,0.19746,-0.54977,-9.62755,-9.8597,-9.28877,-7.812239999999999,0.01289,-8.15342,0.01811,-9.30846,1.51774,1.51583,-1.19615,0.16444,-1.7929099999999998,0.03034,0.05351,-0.5799,-11.11138,-9.76957,-9.84751,-9.68589,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 7.16799 1.93949 0.30821 5.97085 2.15778 0.36109 5.33178 3.43725 0.6017 3.9847 3.51724 0.63108 3.18096 2.42655 0.44067 2.15691 2.4965 0.46446 3.6809 1.17633 0.2065 2.96887 0.18683 0.03303 5.04932 1.10967 0.17964 5.44252 0.19428 0.00792 5.95131 4.30417 0.75317 3.46186 4.44568 0.80638,C C O O H H H H O C C C N H C O N H H H,-9.907,22_AcOHUracil
CC(=O)O,O=c1cc[nH]c(=O)[nH]1,0,0,8,12,26559,S66x8,3057333,100,66869339,avdz,-4.239319999999998,0.31925,-0.08164,0.38773,-0.21902,-0.03246,-0.02855,-4.00171,-4.10308,-0.10137,-4.21649,0.28099,-0.09296,-4.02846,-4.22633,0.30104000000000003,-0.09012,-4.01541,0.26635,-0.09503,-4.04516,-4.14653,-4.0217800000000015,-3.94818,0.00092,-3.3727,0.00158,-4.02975,0.09185,0.09185,-0.24046,0.00556,-0.50658,0.00159,0.00303,-0.09622,-4.770969999999998,-4.1254300000000015,-4.169,-4.08094,-2.61142 1.28619 0.27736 -1.11363 1.32702 0.27517 -0.46708 2.34939 0.46154 -0.57809 0.13692 0.04962 -3.00665 2.27689 0.46579 -2.96426 0.91526 -0.682 -2.95311 0.5918 1.04124 0.41332 0.20326 0.05549 8.01991 1.96098 0.305 6.82276 2.17928 0.35788 6.1837 3.45874 0.59848 4.83661 3.53873 0.62786 4.03288 2.44805 0.43746 3.00883 2.518 0.46125 4.53281 1.19782 0.20329 3.82078 0.20832 0.02982 5.90123 1.13116 0.17642 6.29444 0.21577 0.0047 6.80323 4.32566 0.74996 4.31377 4.46718 0.80316,C C O O H H H H O C C C N H C O N H H H,-4.1610000000000005,22_AcOHUracil
